City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
Nouakchott,MR,18.0858,-15.9785,82.33,76,59,11.9,broken clouds
Waynesville,US,35.4887,-82.9887,72.55,78,100,1.01,overcast clouds
San Cristobal,VE,7.7669,-72.225,78.28,60,8,4.5,clear sky
Asenovgrad,BG,42.0167,24.8667,52.25,65,0,1.14,clear sky
San Lazaro,BZ,18.0387,-88.6622,87.58,62,83,6.24,broken clouds
Moron,AR,-34.6534,-58.6198,63.99,73,100,3.53,overcast clouds
Tibati,CM,6.4667,12.6333,66.18,94,62,3.53,broken clouds
Korem,ET,12.5058,39.5228,58.08,57,100,1.66,overcast clouds
Bom Jardim,BR,-7.7958,-35.5872,72.19,86,2,9.4,clear sky
Bam,IR,29.106,58.357,79.38,17,65,12.86,broken clouds
Makakilo City,US,21.3469,-158.0858,86.32,56,90,6.91,overcast clouds
Bereda,ES,43.2686,-7.5406,65.41,100,100,13.6,moderate rain
Yerbogachen,RU,61.2767,108.0108,23.99,93,82,2.57,broken clouds
Novobiryusinskiy,RU,56.9578,97.7076,35.24,89,100,3.13,overcast clouds
Delhi,IN,28.6667,77.2167,82.49,89,40,3.44,mist
Jieshi,CN,22.8134,115.8257,79.52,84,2,13.47,clear sky
Stralsund,DE,54.3091,13.0818,61.05,71,100,16.31,overcast clouds
Tornio,FI,65.8481,24.1466,44.62,92,76,15.7,broken clouds
Kutum,SD,14.2,24.6667,78.71,25,33,7.78,scattered clouds
Sakakah,SA,29.9697,40.2064,80.17,26,0,4.27,clear sky
Te Anau,NZ,-45.4167,167.7167,50.72,70,100,0.6,overcast clouds
Zyryanka,RU,65.75,150.85,26.53,79,98,5.57,overcast clouds
Marzuq,YE,14.4,46.4667,76.77,48,100,4.12,overcast clouds
Pacific Grove,US,36.6177,-121.9166,96.58,74,1,4.0,clear sky
Isangel,VU,-19.55,169.2667,77.11,88,75,11.5,broken clouds
Ust-Kut,RU,56.7938,105.7672,34.61,99,100,2.21,light rain
Nhulunbuy,AU,-12.2333,136.7667,79.41,83,93,8.05,overcast clouds
Okhotsk,RU,59.3833,143.3,37.17,74,98,12.55,overcast clouds
Robore,BO,-18.3333,-59.75,98.69,36,20,11.5,smoke
Vila Franca Do Campo,PT,37.7167,-25.4333,74.19,86,95,6.96,overcast clouds
Penha,BR,-26.7694,-48.6458,68.56,83,75,5.75,broken clouds
Yuli,NG,9.6989,10.2744,76.91,86,100,4.92,overcast clouds
Pangkalanbuun,ID,-2.6833,111.6167,71.98,97,93,0.67,overcast clouds
Talnakh,RU,69.4865,88.3972,16.72,92,57,2.13,broken clouds
Shangqiu,CN,34.45,115.65,71.89,71,100,7.67,overcast clouds
Katsuura,JP,35.1333,140.3,70.2,84,1,3.91,clear sky
Touros,BR,-5.1989,-35.4608,79.7,81,7,13.29,clear sky
Sarangani,PH,5.4033,125.4636,82.33,76,98,6.58,overcast clouds
Bonnyville,CA,54.2668,-110.735,64.2,24,100,13.22,overcast clouds
Luganville,VU,-15.5333,167.1667,80.15,83,100,8.48,overcast clouds
Ostersund,SE,63.1792,14.6357,48.61,85,100,4.0,overcast clouds
Khani,GE,41.9563,42.9566,53.17,80,22,4.72,few clouds
Ulaangom,MN,49.9811,92.0667,35.78,57,88,5.44,overcast clouds
Mankera,PK,31.3866,71.4407,88.56,42,0,7.36,clear sky
Verkhnyaya Inta,RU,65.9811,60.3094,30.7,90,15,2.73,few clouds
Viedma,AR,-40.8135,-62.9967,46.63,74,98,28.48,overcast clouds
Vermillion,US,42.7794,-96.9292,70.03,64,99,12.53,overcast clouds
Coihaique,CL,-45.5752,-72.0662,46.35,57,90,8.05,overcast clouds
Vao,NC,-22.6667,167.4833,71.96,92,22,16.08,few clouds
Port Hedland,AU,-20.3167,118.5667,60.85,44,1,5.75,clear sky
Verkhozim,RU,52.7122,45.418,45.84,84,1,4.36,clear sky
Cherskiy,RU,68.75,161.3,25.99,97,100,8.03,light snow
Beringovskiy,RU,63.05,179.3167,33.6,96,99,9.89,overcast clouds
Kushima,JP,31.4583,131.2333,66.24,74,0,4.63,clear sky
Awbari,LY,26.5921,12.7805,76.5,33,85,6.8,overcast clouds
Bhag,PK,29.0415,67.8239,89.31,46,13,6.22,few clouds
Birao,CF,10.2849,22.7882,72.41,83,93,3.98,overcast clouds
Penarroya-Pueblonuevo,ES,38.3,-5.2667,65.44,52,100,3.76,overcast clouds
Khovu-Aksy,RU,51.1333,93.6,24.8,73,97,2.33,overcast clouds
Komsomolskiy,UZ,40.4272,71.7189,54.32,47,98,4.61,overcast clouds
Sioux Lookout,CA,50.1001,-91.917,59.38,100,90,3.44,light intensity drizzle
Maceio,BR,-9.6658,-35.7353,78.24,100,40,8.05,scattered clouds
Laela,TZ,-8.5667,32.05,69.49,39,32,1.54,scattered clouds
Lafia,NG,8.4833,8.5167,76.32,89,72,2.55,broken clouds
Abashiri,JP,44.0213,144.2697,55.94,78,26,9.57,scattered clouds
Ilulissat,GL,69.2167,-51.1,19.44,87,87,5.44,overcast clouds
La Reforma,MX,25.0833,-108.05,95.14,58,92,9.69,overcast clouds
Asau,RO,46.4333,26.4,44.76,69,0,2.68,clear sky
Jacqueville,CI,5.2052,-4.4146,76.91,89,99,8.68,light rain
Vila Velha,BR,-20.3297,-40.2925,76.95,88,20,12.66,few clouds
Ishinomaki,JP,38.4167,141.3,64.4,77,0,5.3,clear sky
Newport,GB,51.5877,-2.9984,53.64,89,100,9.08,overcast clouds
Escanaba,US,45.7453,-87.0646,73.83,94,90,6.91,mist
Bilma,NE,18.6853,12.9164,83.91,19,0,7.27,clear sky
Priargunsk,RU,50.3691,119.1012,36.41,71,100,9.69,overcast clouds
Northam,GB,51.0333,-4.2167,53.62,77,100,12.08,overcast clouds
Mbanza-Ngungu,CD,-5.25,14.8667,69.67,84,12,3.02,few clouds
Fortuna,US,40.5982,-124.1573,85.42,73,20,3.0,few clouds
Coihueco,CL,-36.6167,-71.8333,53.62,43,0,18.41,clear sky
Chimoio,MZ,-19.1164,33.4833,71.46,88,0,2.68,clear sky
Senador Jose Porfirio,BR,-2.5908,-51.9542,73.47,94,75,7.36,heavy intensity rain
Bengkulu,ID,-3.8004,102.2655,74.01,90,53,4.61,broken clouds
Amahai,ID,-3.3333,128.9167,78.62,87,99,1.83,overcast clouds
Sulmona,IT,42.0479,13.9291,64.08,81,93,5.26,overcast clouds
Faya,SA,18.3851,42.4509,66.31,34,98,4.85,overcast clouds
Honiara,SB,-9.4333,159.95,79.41,86,96,0.76,overcast clouds
Cortes,ES,41.9395,-1.4396,69.85,66,73,8.95,broken clouds
Kavaratti,IN,10.5669,72.642,82.02,80,97,15.12,overcast clouds
Gushikawa,JP,26.3544,127.8686,80.6,83,40,4.61,scattered clouds
Shalyhyne,UA,51.5717,34.1217,42.78,74,1,6.76,clear sky
Teya,RU,60.3778,92.6267,33.8,97,100,2.1,overcast clouds
Saint-Georges,GD,12.0564,-61.7485,83.88,79,40,11.5,haze
Zhezkazgan,KZ,47.8043,67.7144,44.31,49,89,3.56,overcast clouds
Rondonopolis,BR,-16.4708,-54.6356,92.48,32,82,2.01,broken clouds
Athabasca,CA,54.7169,-113.2854,63.01,29,100,4.38,overcast clouds
Gasa,PS,31.5,34.4667,73.38,71,0,3.78,clear sky
Carnduff,CA,49.1667,-101.8009,69.39,22,0,9.37,clear sky
Puerto Escondido,MX,15.85,-97.0667,88.63,58,40,5.75,scattered clouds
Honningsvag,NO,70.9821,25.9704,49.64,85,80,20.07,broken clouds
Itoman,JP,26.1247,127.6694,81.37,79,20,1.14,few clouds
Brae,GB,60.3964,-1.353,53.51,79,100,27.49,overcast clouds
Tombouctou,ML,20.0,-3.0,92.07,10,94,9.6,overcast clouds
Kathmandu,NP,27.7167,85.3167,68.22,94,75,0.0,broken clouds
Pelham,US,33.2857,-86.81,79.81,83,1,4.61,clear sky
Tezu,IN,27.9167,96.1667,73.6,89,83,3.27,broken clouds
Krasnyy Chikoy,RU,50.3643,108.7512,33.03,99,100,3.02,light snow
Lakatoro,VU,-16.0999,167.4164,79.57,84,100,12.84,overcast clouds
Yongchang,CN,30.0381,119.7317,72.57,94,0,2.68,clear sky
Kjollefjord,NO,70.9457,27.3465,50.13,87,100,20.13,overcast clouds
Lanzhou,CN,36.0564,103.7922,63.68,33,100,7.18,overcast clouds
Nadym,RU,65.5333,72.5167,31.1,81,100,14.14,overcast clouds
Batemans Bay,AU,-35.7167,150.1833,61.92,79,9,4.63,clear sky
Agirish,RU,61.9247,63.0231,28.47,90,21,4.79,few clouds
Dubove,UA,48.1721,23.8895,47.8,77,5,3.38,clear sky
Altamira,BR,-3.2033,-52.2064,75.49,83,99,3.22,overcast clouds
Victor Harbor,AU,-35.5667,138.6167,60.8,87,100,1.01,overcast clouds
Divnogorsk,RU,55.9594,92.3619,30.69,91,69,6.76,broken clouds
Cabedelo,BR,-6.9811,-34.8339,77.67,81,2,11.12,clear sky
Imbituba,BR,-28.24,-48.6703,69.82,85,100,4.43,overcast clouds
Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,77.36,91,98,1.19,overcast clouds
Barpeta,IN,26.3167,91.0,78.89,92,100,5.37,overcast clouds
Amsterdam,NL,52.374,4.8897,62.89,92,75,8.99,broken clouds
Don Benito,ES,38.9563,-5.8616,67.91,65,100,10.8,overcast clouds
Ust-Maya,RU,60.4167,134.5333,27.21,94,79,0.89,broken clouds
Shanghai,CN,31.2222,121.4581,73.26,89,0,11.18,light rain
Damara,CF,4.9608,18.7035,76.42,96,100,2.39,light rain
Harboore,DK,56.6175,8.1807,56.21,84,100,24.32,overcast clouds
Odesskoye,RU,54.2111,72.9651,35.67,71,100,7.92,overcast clouds
Sterling Heights,US,42.5803,-83.0302,74.17,59,75,1.01,broken clouds
Imeni Babushkina,RU,59.7573,43.1285,43.36,94,100,1.12,overcast clouds
Konibodom,TJ,40.2843,70.4426,51.57,42,89,1.14,overcast clouds
Arani,IN,12.6667,79.2833,77.31,89,100,2.82,light rain
Manado,ID,1.487,124.8455,75.97,94,40,2.3,scattered clouds
Caohai,CN,26.8661,104.2841,57.42,93,54,10.65,broken clouds
Patiya,BD,22.2931,91.9762,75.43,96,100,3.83,overcast clouds
Champerico,GT,14.3,-91.9167,87.35,72,35,7.61,scattered clouds
Soyo,AO,-6.1349,12.3689,75.2,82,61,8.46,broken clouds
Kenai,US,60.5544,-151.2583,42.03,58,90,9.22,overcast clouds
Rahuri,IN,19.3833,74.65,75.36,89,100,4.5,overcast clouds
Sokolo,ML,14.7328,-6.1219,87.91,45,57,10.54,broken clouds
Parkersburg,US,39.2667,-81.5615,78.78,61,1,4.61,clear sky
Mountain Home,US,43.133,-115.6912,76.8,18,1,0.0,clear sky
Eureka,US,40.8021,-124.1637,67.19,76,89,4.0,overcast clouds
Arenillas,ES,41.3471,-2.8462,61.0,48,98,13.96,overcast clouds
Priyutovo,RU,53.9,53.9333,44.2,92,100,4.38,overcast clouds
Marsh Harbour,BS,26.5412,-77.0636,81.0,59,13,17.45,few clouds
Severobaykalsk,RU,55.65,109.3167,33.46,68,6,6.38,clear sky
Moosburg,DE,48.4667,11.9333,58.12,87,0,5.75,clear sky
Qiongshan,CN,20.0058,110.3542,73.38,100,10,0.0,clear sky
Nouadhibou,MR,20.931,-17.0347,78.78,61,67,10.36,broken clouds
Asosa,ET,10.0667,34.5333,61.43,93,100,3.94,overcast clouds
Bayangol,RU,50.6977,103.4656,23.09,96,100,2.66,overcast clouds
Nangomba,TZ,-10.9,38.5,71.64,74,0,6.15,clear sky
Jumla,NP,29.2747,82.1838,53.92,90,62,3.89,broken clouds
Aklavik,CA,68.2191,-135.0107,36.43,93,90,13.8,overcast clouds
Nantucket,US,41.2835,-70.0995,66.99,80,29,20.74,scattered clouds
Atar,MR,20.5169,-13.0499,93.24,16,67,1.5,broken clouds
Deputatskiy,RU,69.3,139.9,11.62,93,63,5.46,broken clouds
College,US,64.8569,-147.8028,35.29,95,90,0.0,mist
Akyab,MM,20.15,92.9,79.84,86,99,6.44,overcast clouds
Rassvet,RU,46.8333,40.75,53.65,53,100,8.95,overcast clouds
Burnie,AU,-41.0667,145.9167,54.91,87,5,1.81,clear sky
Minab,IR,27.1467,57.0801,89.1,47,71,3.42,broken clouds
Ahipara,NZ,-35.1667,173.1667,62.31,71,100,14.29,overcast clouds
Havre-Saint-Pierre,CA,50.2334,-63.5986,46.76,100,90,3.44,overcast clouds
Shemonaikha,KZ,50.6328,81.9056,31.6,82,97,5.64,overcast clouds
Rolandia,BR,-23.3097,-51.3692,64.31,86,92,4.54,light rain
Jishou,CN,28.3167,109.7167,74.59,81,0,1.72,clear sky
Mari-Turek,RU,56.7895,49.6235,44.28,86,100,3.53,overcast clouds
Mwinilunga,ZM,-11.7358,24.4293,64.98,84,100,2.64,light rain
Casablanca,MA,33.5928,-7.6192,69.33,77,25,8.99,scattered clouds
Tartagal,AR,-22.5164,-63.8013,83.25,45,67,4.88,broken clouds
Suixi,CN,33.8907,116.7747,71.71,90,90,8.23,overcast clouds
Sayansk,RU,54.1088,102.1648,31.6,90,100,2.19,overcast clouds
Malakal,SS,9.5334,31.6605,70.11,96,65,4.7,broken clouds
Birjand,IR,32.8663,59.2211,55.87,26,0,6.91,clear sky
Pirgos,GR,35.1167,25.7178,68.63,60,29,17.4,scattered clouds
Berdigestyakh,RU,62.0989,126.6992,25.72,88,6,3.24,clear sky
Eldoret,KE,0.5204,35.2699,56.62,86,100,10.11,light rain
Zabol,AF,32.25,67.25,61.29,26,0,10.49,clear sky
Bagotville,AU,-28.9833,153.4167,72.64,53,30,10.42,scattered clouds
Aseri,EE,59.4506,26.8675,48.85,79,12,11.25,few clouds
Wakuya,JP,38.5333,141.1333,64.36,82,0,3.27,clear sky
Broome,US,42.2506,-75.833,70.38,63,1,5.75,clear sky
Bronnoysund,NO,65.4625,12.1997,55.4,67,75,17.27,broken clouds
Rusape,ZW,-18.5278,32.1284,64.65,44,4,7.4,clear sky
Challapata,BO,-18.9,-66.7667,61.02,9,0,11.32,clear sky
Cayenne,GF,4.9333,-52.3333,84.24,79,20,4.0,few clouds
Nautla,MX,20.2167,-96.7833,83.86,70,100,5.86,overcast clouds
Tabuk,PH,17.4189,121.4443,72.84,94,89,2.01,overcast clouds
Arman,RU,59.7,150.1667,40.3,82,48,7.45,scattered clouds
Cap Malheureux,MU,-19.9842,57.6142,71.47,77,25,5.99,light rain
Antequera,ES,37.0194,-4.5612,68.18,55,58,1.3,broken clouds
Severo-Yeniseyskiy,RU,60.3725,93.0408,29.46,94,97,2.55,overcast clouds
Derzhavinsk,KZ,51.1,66.3167,43.75,89,100,6.46,overcast clouds
Zorritos,PE,-3.6805,-80.6782,71.89,73,91,10.71,overcast clouds
Tiznit,MA,29.5833,-9.5,73.76,36,0,3.74,clear sky
Henties Bay,NA,-22.116,14.2845,54.86,91,1,8.97,clear sky
Kautokeino,NO,69.0125,23.0412,45.99,88,100,22.37,overcast clouds
Acapulco,MX,16.8634,-99.8901,87.62,66,20,3.44,few clouds
Lagos,NG,6.5833,3.75,80.92,93,58,4.23,light rain
La Ronge,CA,55.1001,-105.2842,61.05,41,75,9.22,broken clouds
Vila,PT,42.0304,-8.1588,58.08,95,100,13.2,overcast clouds
Shuangcheng,CN,45.35,126.2833,55.08,70,100,18.52,overcast clouds
Pyapon,MM,16.2833,95.6833,76.73,90,100,1.34,overcast clouds
Disna,BY,55.568,28.1971,46.53,85,94,11.01,overcast clouds
Tibiri,NE,13.5627,7.0485,86.83,21,1,4.18,clear sky
Hay River,CA,60.8156,-115.7999,49.98,76,75,6.91,broken clouds
Okitipupa,NG,6.5047,4.7839,73.9,98,41,1.92,light rain
Saint-Joseph,RE,-21.3667,55.6167,70.16,74,22,9.82,few clouds
Elizabeth City,US,36.2946,-76.2511,79.02,68,40,8.05,scattered clouds
Hostotipaquillo,MX,21.0667,-104.0667,79.3,81,67,3.04,broken clouds
Zhangjiakou,CN,40.81,114.8794,57.94,92,58,1.39,broken clouds
Vestmannaeyjar,IS,63.4427,-20.2734,43.32,76,100,25.43,overcast clouds
Cumberland,US,35.0502,-78.8664,82.83,49,40,6.91,scattered clouds
Luanda,AO,-8.8368,13.2343,72.01,80,28,8.93,scattered clouds
Surt,LY,31.2089,16.5887,74.34,65,0,14.41,clear sky
Mocuba,MZ,-16.8392,36.9856,80.92,48,32,7.4,scattered clouds
Mantua,IT,45.1667,10.7833,67.15,86,76,3.0,broken clouds
Ayagoz,KZ,47.9714,80.4392,35.17,65,100,6.44,overcast clouds
Alyangula,AU,-13.8483,136.4192,80.47,83,75,6.91,broken clouds
Jequie,BR,-13.8575,-40.0836,71.76,78,0,4.45,clear sky
Konya,TR,38.1667,32.5,53.08,45,2,6.58,clear sky
Kahului,US,20.8947,-156.47,89.62,67,40,19.57,scattered clouds
Bajil,YE,15.0584,43.2851,87.82,66,100,4.85,overcast clouds
Kidal,ML,18.4411,1.4078,86.67,13,13,10.18,few clouds
Ugoofaaru,MV,5.6667,73.0,81.99,79,99,16.02,overcast clouds
Havelock,US,34.8791,-76.9013,76.05,71,1,1.99,clear sky
Bucerias,MX,20.75,-105.3333,86.99,70,40,9.22,scattered clouds
Satana,IN,20.5833,74.2,74.01,90,98,2.08,overcast clouds
Ust-Kuyga,RU,70.0167,135.6,14.34,99,83,2.44,broken clouds
Katangli,RU,51.7102,143.2326,46.42,66,2,10.63,clear sky
Waseca,US,44.0777,-93.5074,70.59,89,90,5.75,overcast clouds
Ayan,RU,56.45,138.1667,41.31,65,56,5.93,broken clouds
Suamico,US,44.6319,-88.0393,79.57,68,1,4.61,clear sky
Kardymovo,RU,54.8902,32.4311,40.89,85,100,5.28,overcast clouds
Alta Floresta,BR,-9.8756,-56.0861,69.22,92,74,2.35,broken clouds
Winneba,GH,5.3511,-0.6231,81.07,91,74,8.32,light rain
Vysha,RU,53.8477,42.3777,37.06,92,11,2.51,few clouds
Point Fortin,TT,10.1833,-61.6833,81.01,81,99,16.96,overcast clouds
Ducheng,CN,23.2373,111.5317,76.35,86,0,2.15,clear sky
Palmer,US,42.1584,-72.3287,70.41,68,29,3.71,scattered clouds
Zeya,RU,53.75,127.2667,35.15,64,44,1.63,scattered clouds
Bayir,TR,37.2687,28.2167,55.92,48,0,4.79,clear sky
Meulaboh,ID,4.1363,96.1285,75.25,90,100,3.62,overcast clouds
Sur,OM,22.5667,59.5289,85.68,60,100,19.24,overcast clouds
San Patricio,US,28.017,-97.5169,90.01,60,93,6.29,overcast clouds
Luancheng,CN,37.8792,114.6517,68.16,93,100,3.09,moderate rain
Santa Isabel,BR,-23.3156,-46.2214,74.66,72,100,4.12,light rain
Buraydah,SA,26.326,43.975,81.05,15,7,6.22,clear sky
Annigeri,IN,15.4333,75.4333,74.97,82,81,7.81,broken clouds
Acarau,BR,-2.8856,-40.12,78.96,80,8,17.29,clear sky
Mitsamiouli,KM,-11.3847,43.2844,75.18,81,13,12.3,few clouds
Tete,MZ,-16.1564,33.5867,87.89,35,40,5.75,scattered clouds
Mangrol,IN,21.1167,70.1167,79.93,85,100,5.37,overcast clouds
Praya,CV,14.9215,-23.5087,79.34,83,20,9.22,few clouds
Concepcion Del Oro,MX,24.6333,-101.4167,70.11,46,99,3.06,overcast clouds
Huntsville,US,34.7304,-86.5861,79.16,79,90,1.01,overcast clouds
Rio Tercero,AR,-32.173,-64.1141,52.48,22,69,18.97,broken clouds
Vostok,RU,46.4856,135.8833,35.64,87,31,4.7,scattered clouds
Miri,MY,4.4148,114.0089,75.34,94,40,5.75,scattered clouds
Novikovo,RU,51.1537,37.8879,43.77,81,5,4.72,clear sky
Palestine,PS,31.9216,35.2033,63.82,92,25,5.26,scattered clouds
Nova Olimpia,BR,-14.7972,-57.2881,87.8,38,45,1.66,scattered clouds
Wajir,KE,1.7471,40.0573,76.8,60,69,14.47,broken clouds
Seddon,AU,-37.8068,144.8916,63.72,85,40,4.0,scattered clouds
Ribeira Brava,PT,32.65,-17.0667,73.71,82,5,2.98,clear sky
Nsoko,SZ,-27.0333,31.95,66.49,92,100,6.67,light rain
Ahuimanu,US,21.4447,-157.8378,87.51,63,40,13.8,scattered clouds
Saint-Pierre,RE,-21.3393,55.4781,71.24,69,0,6.91,clear sky
Tipitapa,NI,12.1973,-86.0971,82.74,74,41,11.07,light rain
Alice Springs,AU,-23.7,133.8833,65.75,48,0,12.66,clear sky
Skoghall,SE,59.3232,13.4655,52.36,100,75,10.36,broken clouds
Khorixas,NA,-20.3667,14.9667,53.19,61,0,3.65,clear sky
Saint-Gaudens,FR,43.0833,0.6667,76.73,60,100,8.9,overcast clouds
Yulara,AU,-25.2406,130.9889,60.64,48,0,11.5,clear sky
Maniitsoq,GL,65.4167,-52.9,38.84,69,27,7.36,scattered clouds
Ixtapa,MX,20.7,-105.2,86.23,70,40,9.22,scattered clouds
Mopti,ML,14.6667,-4.0,92.35,28,42,8.63,scattered clouds
Ambovombe,MG,-25.1667,46.0833,71.02,68,1,5.73,clear sky
Zhigansk,RU,66.7697,123.3711,26.19,88,17,9.86,few clouds
Kallithea,GR,37.95,23.7,65.5,58,0,4.0,clear sky
Tual,ID,-5.6667,132.75,80.64,72,55,5.88,broken clouds
Sicuani,PE,-14.2694,-71.2261,60.85,38,93,14.38,overcast clouds
Homer,US,59.6425,-151.5483,42.69,59,90,8.05,overcast clouds
Walvis Bay,NA,-22.9575,14.5053,55.09,82,0,8.05,clear sky
Acajutla,SV,13.5928,-89.8275,97.14,77,67,4.47,broken clouds
Biltine,TD,14.5333,20.9167,85.5,20,2,7.49,clear sky
Lianran,CN,24.9227,102.485,63.14,97,4,2.93,clear sky
Shadegan,IR,30.6497,48.6647,89.51,13,0,12.48,clear sky
Kamennomostskiy,RU,44.2983,40.1856,47.32,89,59,2.17,broken clouds
Shenjiamen,CN,29.9576,122.298,76.53,72,0,16.31,clear sky
Osa,RU,57.2829,55.4567,40.66,90,100,3.89,overcast clouds
Salina Cruz,MX,16.1667,-95.2,87.87,64,28,12.91,scattered clouds
Najran,SA,17.4924,44.1277,79.45,22,100,6.17,overcast clouds
Bayshore Gardens,US,27.4253,-82.5904,89.28,49,1,16.11,clear sky
Bintulu,MY,3.1667,113.0333,75.61,94,20,3.44,few clouds
Ifakara,TZ,-8.1333,36.6833,72.12,66,48,6.96,scattered clouds
Verkh-Chebula,RU,56.0308,87.6218,33.31,88,100,11.79,overcast clouds
Halifax,CA,44.6453,-63.5724,57.69,79,84,1.14,broken clouds
Carahue,CL,-38.7,-73.1667,52.0,76,54,5.37,broken clouds
Mahibadhoo,MV,3.7833,72.9667,81.77,77,92,14.56,overcast clouds
Aquiraz,BR,-3.9014,-38.3911,80.69,82,48,12.39,scattered clouds
Khasan,RU,42.4308,130.6434,63.45,81,82,10.83,light rain
Aksarka,RU,66.5606,67.7975,29.39,95,93,10.07,overcast clouds
Kota Kinabalu,MY,5.9749,116.0724,76.98,100,40,5.75,scattered clouds
Santa Maria Del Oro,MX,25.9333,-105.3667,75.24,46,100,12.88,overcast clouds
Bibiani,GH,6.4635,-2.3194,71.69,99,91,1.5,overcast clouds
Genhe,CN,50.7833,121.5167,30.42,82,100,5.14,overcast clouds
Sembe,CG,1.6481,14.5806,70.14,98,70,2.37,broken clouds
Paita,PE,-5.0892,-81.1144,70.36,76,49,16.13,scattered clouds
Elk River,US,45.3038,-93.5672,70.21,93,100,1.01,overcast clouds
Namchi,IN,27.1667,88.35,64.69,90,68,3.29,moderate rain
